StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,UserLanguage,consent,age,resident,attention,treatment_First Click,treatment_Last Click,treatment_Page Submit,treatment_Click Count,control_First Click,control_Last Click,control_Page Submit,control_Click Count,trait_proportion_1_1,trait_proportion_1_2,trait_proportion_1_3,trait_proportion_2_1,trait_proportion_2_2,trait_proportion_2_3,trait_proportion_3_1,trait_proportion_3_2,trait_proportion_3_3,trait_proportion_4_1,trait_proportion_4_2,trait_proportion_4_3,trait_proportion_5_1,trait_proportion_5_2,trait_proportion_5_3,partyfeel_1,partyfeel_2,partyfeel_3,ideofeel_1,ideofeel_2,ideofeel_3,social_dist_1,social_dist_2,social_dist_3,social_dist_4,moral_dist_1,moral_dist_2,moral_dist_3,moral_dist_4,moral_dist_5,dehumize_rep_1,dehumize_rep_2,dehumize_rep_3,dehumize_rep_4,dehumize_rep_5,dehumize_rep_6,dehumize_rep_7,dehumize_rep_8,dehumize_rep_9,dehumize_rep_10,dehumize_rep_11,dehumize_rep_12,dehumize_rep_13,dehumize_rep_14,dehumanize_dem_1,dehumanize_dem_2,dehumanize_dem_3,dehumanize_dem_4,dehumanize_dem_5,dehumanize_dem_6,dehumanize_dem_7,dehumanize_dem_8,dehumanize_dem_9,dehumanize_dem_10,dehumanize_dem_11,dehumanize_dem_12,dehumanize_dem_13,dehumanize_dem_14,comp1,comp2_2,comp2_3,seek_out,ideo_diverse,d_person_1,d_person_2,d_person_3,gender,gender_99_TEXT,income,ses,educ,relig,race,race_6_TEXT,employ,science_trust,interest,know1,know2,ideo,pid,rep1,dem1,ind1,pid_import_d,pid_import_r,pid_import_i,pid_term_d,pid_term_r,pid_term_i,pid_we_d,pid_we_r,pid_we_i,pid_concept_d,pid_concept_r,pid_concept_i
8/7/2019 17:14,8/7/2019 17:23,0,100,555,1,EN,1,21,1,,,,,,3.397,3.397,20.405,1,0,50,50,80,10,10,0,50,50,0,30,70,0,50,50,0,100,50,100,0,50,2,0,0,2,5,2,2,5,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,100,3,3,4,4,4,0,,5,2,5,2,1,,1,22,3,1,1,2,2,,0,,4,,,4,,,3,,,3,,
8/7/2019 17:15,8/7/2019 17:23,0,100,500,1,EN,1,42,1,1,99.767,99.767,102.341,1,,,,,10,25,65,90,10,0,30,20,50,50,15,35,10,45,45,81,26,51,26,84,51,1,1,1,1,1,1,1,1,6,1,3,3,3,2,2,3,2,1,1,3,4,2,2,2,4,1,1,2,3,4,4,4,3,4,1,4,4,1,50,50,3,3,5,5,5,0,,7,3,6,2,5,,1,23,3,1,0,6,0,0,,,,4,,,2,,,3,,,3,
8/7/2019 17:15,8/7/2019 17:23,0,100,495,1,EN,1,32,1,,,,,,1.826,1.826,54.369,1,0,0,100,100,0,0,0,0,100,50,50,0,0,0,100,0,25,100,51,0,100,1,1,1,1,6,6,6,6,6,1,1,2,4,4,3,1,3,1,4,4,4,1,1,1,2,2,2,3,2,1,2,1,2,2,1,3,3,0,50,50,3,4,6,6,6,0,,0,0,3,1,2,,1,20,1,0,1,4,1,,,3,,,1,,,1,,,5,,,1
8/7/2019 17:14,8/7/2019 17:23,0,100,540,1,EN,1,45,1,,,,,,0,0,59.29,0,0,75,25,100,0,0,0,75,25,60,40,0,10,50,40,10,75,40,75,1,51,2,0,0,2,6,5,3,5,6,1,1,3,3,1,4,1,1,1,3,2,1,1,1,2,2,3,2,1,1,2,3,3,2,3,3,3,3,1,10,90,3,2,4,4,4,1,,2,1,5,2,5,,1,24,4,1,1,1,2,,1,,2,,,1,,,2,,,1,,
8/7/2019 17:15,8/7/2019 17:23,0,100,503,1,EN,1,47,1,,,,,,17.3,17.3,31.151,1,0,10,90,100,0,0,0,0,100,80,20,0,10,40,50,14,93,80,97,10,51,2,0,0,2,5,2,2,3,6,1,3,4,4,4,3,3,2,2,4,4,4,1,1,3,4,3,2,2,1,3,4,3,1,3,1,4,2,1,20,80,2,2,3,3,3,0,,3,2,6,2,5,,1,23,3,0,1,1,2,,1,,2,,,2,,,3,,,3,,
8/7/2019 17:15,8/7/2019 17:23,0,100,521,1,EN,1,38,1,,,,,,0,0,31.422,0,0,50,50,90,10,0,0,50,50,40,40,20,0,50,50,30,80,60,70,20,90,1,1,1,1,2,1,1,2,6,2,2,2,4,3,2,2,1,3,2,2,3,1,1,3,3,2,1,2,1,2,4,3,1,1,1,4,3,1,25,75,3,3,5,5,5,1,,5,1,6,1,5,,1,23,4,1,0,3,2,,0,,5,,,4,,,5,,,4,,
8/7/2019 17:16,8/7/2019 17:23,0,100,448,1,EN,1,56,1,0,19.47,58.286,59.494,5,,,,,50,25,25,90,10,0,50,25,25,50,50,0,10,45,45,51,51,51,51,51,51,2,0,0,2,1,1,1,1,3,2,3,3,3,2,2,2,2,2,3,2,3,2,2,3,2,3,1,1,1,3,3,3,1,1,1,3,3,1,50,50,3,3,2,2,2,1,,4,2,8,4,5,,1,23,2,1,0,4,2,,0,,4,,,4,,,4,,,3,,
8/7/2019 17:14,8/7/2019 17:23,0,100,565,1,EN,1,27,1,,,,,,22.768,23.776,48.726,2,0,0,100,0,0,100,0,0,100,10,90,0,0,0,100,2,100,100,80,38,77,1,1,1,1,6,6,6,6,6,1,1,2,4,4,4,2,2,1,4,4,4,1,3,2,3,2,1,2,1,2,4,3,3,2,2,4,2,1,50,50,4,4,2,2,1,0,,1,0,5,1,5,,1,23,2,0,1,3,2,,0,,5,,,5,,,5,,,4,,
8/7/2019 17:17,8/7/2019 17:23,0,100,371,1,EN,1,38,1,,,,,,0.977,21.534,22.193,3,0,60,40,70,30,0,0,20,80,50,50,0,5,70,25,69,95,96,75,57,73,1,1,1,1,3,2,2,3,2,2,2,3,3,3,3,2,3,2,2,3,3,4,3,2,3,3,2,2,2,3,2,3,2,2,2,3,2,1,50,50,3,3,4,3,4,0,,3,2,4,1,5,,1,23,2,0,1,3,2,,0,,4,,,4,,,3,,,4,,
8/7/2019 17:17,8/7/2019 17:24,0,100,408,1,EN,1,33,1,,,,,,0,0,48.143,0,0,25,75,100,0,0,33,34,33,40,40,20,34,33,33,45,55,50,50,50,50,2,2,2,2,2,2,2,2,5,2,2,2,1,1,1,1,2,2,1,1,1,2,2,2,2,2,1,1,1,2,2,2,1,1,1,3,2,1,50,50,4,3,2,5,2,1,,3,2,6,2,5,,1,23,4,1,1,3,1,,,2,,,1,,,1,,,3,,,3
8/7/2019 17:17,8/7/2019 17:24,0,100,403,1,EN,1,43,1,1,87.61,87.61,88.939,1,,,,,60,10,30,90,10,0,60,10,30,40,20,40,30,20,50,96,9,51,5,91,51,0,2,2,0,5,2,3,3,6,3,3,3,1,1,1,3,1,3,1,1,1,2,1,1,2,2,2,2,1,2,2,1,1,1,2,1,1,0,60,40,3,3,2,2,2,0,,4,2,5,4,6,biracial,1,21,2,1,0,5,0,0,,,,2,,,2,,,3,,,1,
8/7/2019 17:15,8/7/2019 17:24,0,100,498,1,EN,1,34,1,1,3.902,158.422,161.61,3,,,,,35,35,30,70,20,10,35,30,35,50,40,10,25,50,25,10,81,67,72,28,60,2,0,0,2,3,6,3,5,6,1,1,1,3,4,3,1,1,1,4,4,4,1,1,4,4,4,1,4,1,4,4,4,1,1,1,4,3,1,40,60,4,4,1,1,1,0,,1,2,5,3,1,,1,24,3,1,0,3,2,,0,,2,,,2,,,4,,,3,,
8/7/2019 17:13,8/7/2019 17:24,0,100,632,1,EN,1,34,1,,,,,,6.236,6.236,102.233,1,0,0,100,75,25,0,0,0,100,75,25,0,0,25,75,25,25,50,25,25,50,1,1,1,1,3,1,1,1,6,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,2,2,2,1,50,50,4,3,2,2,2,1,,2,2,4,1,6,"Mixed Asian, White",1,23,2,1,1,4,1,,,3,,,4,,,2,,,4,,,3
8/7/2019 17:16,8/7/2019 17:24,0,100,435,1,EN,1,43,1,,,,,,24.199,26.801,29.462,2,0,10,90,90,10,0,0,10,90,10,20,70,0,10,90,55,50,60,50,75,60,1,1,1,1,2,1,1,1,3,1,2,3,1,1,1,1,2,2,1,1,3,2,1,1,2,3,1,1,1,1,2,2,1,1,3,3,2,1,50,50,4,4,2,2,2,1,,5,2,5,5,1,,1,23,2,1,0,5,1,,,1,,,2,,,2,,,3,,,3
8/7/2019 17:15,8/7/2019 17:24,0,100,522,1,EN,1,24,1,,,,,,0,0,24.329,0,0,50,50,70,30,0,0,25,75,10,50,40,2,28,70,0,39,63,100,0,32,2,0,0,2,6,2,3,1,6,1,1,2,4,2,3,3,1,4,2,2,4,1,4,2,3,2,1,1,1,4,4,3,1,4,2,4,1,0,0,100,3,1,4,4,4,0,,0,0,5,4,6,Romani,1,21,2,1,0,1,1,,,2,,,2,,,4,,,4,,,3
8/7/2019 17:16,8/7/2019 17:24,0,100,473,1,EN,1,56,1,1,5.143,100.242,101.599,3,,,,,10,30,60,90,10,0,10,30,60,40,20,40,0,40,60,0,72,38,73,0,77,2,0,0,2,5,5,5,5,6,1,1,3,3,3,3,2,1,2,4,3,3,1,3,2,3,2,1,1,1,3,2,3,1,2,2,3,2,1,30,70,3,2,2,2,2,1,,0,2,5,1,5,,0,23,4,1,1,2,2,,1,,2,,,2,,,2,,,1,,
8/7/2019 17:14,8/7/2019 17:24,0,100,583,1,EN,1,46,1,,,,,,0,0,88.229,0,0,50,50,70,30,0,0,30,70,70,30,0,10,50,40,40,60,50,60,40,50,2,1,1,2,2,1,1,1,5,2,2,2,3,2,2,1,2,2,2,1,3,1,1,2,2,2,2,2,2,2,2,3,2,2,2,3,2,1,40,60,3,3,5,5,5,1,,5,2,8,1,1,,1,23,2,1,1,3,2,,0,,4,,,4,,,3,,,3,,
8/7/2019 17:15,8/7/2019 17:24,0,100,557,1,EN,1,27,1,,,,,,0,0,4.181,0,20,20,60,20,40,40,20,40,40,20,40,40,20,40,40,68,70,74,67,76,75,0,0,1,0,2,2,3,5,6,3,3,3,4,3,3,3,2,3,2,3,3,4,1,4,3,1,3,3,3,4,3,3,2,4,1,4,4,1,50,50,1,3,5,3,4,1,,3,1,5,3,3,,1,21,4,0,1,6,0,1,,,,1,,,4,,,4,,,1,
8/7/2019 17:16,8/7/2019 17:24,0,100,459,1,EN,1,25,1,,,,,,10.947,10.947,48.519,1,5,20,75,80,20,0,5,20,75,40,50,10,5,65,30,40,45,50,45,40,55,1,1,1,1,3,2,1,1,6,2,2,2,3,2,2,2,1,1,2,2,2,1,2,2,2,2,1,1,2,2,3,1,2,2,3,2,2,1,45,55,3,3,3,3,3,0,,4,2,5,3,1,,1,22,1,1,1,4,1,,,2,,,5,,,2,,,5,,,3
8/7/2019 17:13,8/7/2019 17:24,0,100,638,1,EN,1,31,1,1,108.449,109.917,111.162,2,,,,,25,25,50,50,50,0,25,25,50,25,25,50,0,0,100,100,0,12,0,100,33,0,2,2,0,6,6,6,6,6,4,4,4,1,1,1,4,4,4,2,1,1,4,1,1,1,2,4,4,4,2,4,1,4,4,4,2,4,0,75,25,4,3,2,2,4,0,,1,1,4,5,3,,1,21,4,0,1,7,0,1,,,,1,,,2,,,1,,,1,
8/7/2019 17:13,8/7/2019 17:24,0,100,645,1,EN,1,52,1,,,,,,0,0,69.388,0,0,60,40,75,25,0,0,60,40,60,35,5,20,50,30,83,0,44,0,66,54,0,1,1,0,3,2,2,2,5,1,2,3,2,2,1,3,2,1,2,2,3,1,1,2,1,1,1,1,4,3,1,3,2,3,2,1,3,0,50,50,3,3,5,5,4,0,,2,1,4,1,5,,1,23,2,1,1,5,0,1,,,,2,,,2,,,3,,,3,
8/7/2019 17:17,8/7/2019 17:24,0,100,410,1,EN,1,53,1,1,61.346,61.346,63.484,1,,,,,30,30,40,100,0,0,30,30,40,30,30,40,0,0,100,9,0,9,0,23,51,1,1,1,1,6,1,1,1,3,2,3,2,1,1,1,2,3,2,1,2,1,2,2,1,2,3,3,4,4,1,1,1,2,4,4,1,1,0,20,80,0,0,2,2,2,0,,4,2,5,5,5,,1,23,3,1,0,6,0,1,,,,5,,,4,,,3,,,4,
8/7/2019 17:18,8/7/2019 17:24,0,100,372,1,EN,1,24,1,,,,,,0.121,0.121,20.981,1,0,50,50,100,0,0,0,40,60,70,30,0,10,50,40,91,21,51,23,83,51,1,2,2,1,2,1,1,3,6,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,3,1,1,1,2,3,1,1,50,50,3,3,4,5,5,0,,2,1,2,1,5,,1,23,2,1,1,6,0,0,,,,2,,,2,,,2,,,3,
8/7/2019 17:18,8/7/2019 17:24,0,100,360,1,EN,1,38,1,,,,,,0,0,22.802,0,20,60,20,90,10,0,10,80,10,70,20,10,50,40,10,90,1,80,1,95,80,0,2,2,0,6,5,5,5,6,4,3,4,1,1,1,3,3,4,2,1,3,2,2,1,2,2,3,3,3,2,3,2,4,2,1,3,2,0,40,60,4,3,4,5,4,1,,3,2,4,3,5,,1,21,4,1,0,6,0,0,,,,1,,,2,,,3,,,3,
8/7/2019 17:17,8/7/2019 17:24,0,100,452,1,EN,1,36,1,,,,,,1.829,12.829,22.087,2,25,25,50,50,25,25,50,25,25,25,25,50,50,25,25,3,97,44,89,5,69,2,0,0,2,6,5,6,5,3,2,2,1,3,2,2,2,1,2,1,1,4,1,1,2,4,4,2,2,1,4,3,3,1,1,1,4,2,1,20,80,4,4,2,2,3,1,,6,3,5,1,5,,1,24,4,1,1,1,2,,1,,1,,,1,,,1,,,3,,
8/7/2019 17:16,8/7/2019 17:24,0,100,519,1,EN,1,37,1,1,3.337,139.866,140.373,15,,,,,20,40,40,80,20,0,20,40,40,60,30,10,30,20,50,45,43,65,46,53,59,1,1,1,1,3,2,2,2,5,2,3,3,3,2,3,3,2,3,2,3,2,2,3,2,3,2,2,3,2,3,3,2,2,3,3,3,3,1,51,49,4,4,3,3,3,1,,4,2,5,4,5,,1,23,3,0,1,5,1,,,1,,,2,,,2,,,2,,,1
8/7/2019 17:15,8/7/2019 17:24,0,100,566,1,EN,1,51,1,0,86.551,86.551,89.968,1,,,,,10,40,50,100,0,0,0,0,100,75,25,0,10,20,70,19,83,40,83,20,60,1,1,1,1,5,6,6,6,6,1,2,2,3,3,2,1,2,2,1,2,2,2,1,2,3,2,1,1,1,2,2,3,1,2,1,3,2,1,50,50,4,2,3,3,3,0,,3,2,8,4,5,,1,23,3,0,0,2,2,,0,,2,,,4,,,4,,,3,,
8/7/2019 17:17,8/7/2019 17:24,0,100,440,1,EN,1,26,1,,,,,,0,0,43.762,0,0,0,100,70,25,5,0,10,90,30,50,20,0,50,50,100,11,69,19,98,57,1,2,2,1,6,6,6,6,6,4,4,3,1,3,1,4,2,4,1,1,1,3,2,1,1,1,4,2,3,1,2,1,3,3,4,1,2,1,90,10,3,2,2,2,2,1,,1,0,4,3,2,,1,22,3,1,0,6,0,0,,,,2,,,2,,,2,,,1,
8/7/2019 17:19,8/7/2019 17:24,0,100,325,1,EN,1,34,1,0,0.419,72.108,73.949,18,,,,,0,50,50,50,50,0,0,50,50,10,50,40,10,50,40,30,30,30,30,30,90,1,1,1,1,2,2,2,3,3,4,4,4,1,1,1,4,2,2,1,1,1,2,2,1,1,1,4,2,4,1,1,1,4,4,1,1,1,0,100,0,4,3,5,5,5,1,,5,2,6,1,3,,1,23,4,1,1,1,2,,1,,5,,,4,,,5,,,4,,
8/7/2019 17:13,8/7/2019 17:24,0,100,686,1,EN,1,29,1,1,99.731,99.731,120.534,1,,,,,15,40,45,99,1,0,15,40,45,50,40,10,5,25,70,100,100,100,100,100,100,1,1,1,1,1,1,1,1,3,2,3,3,2,2,2,3,3,3,2,2,2,3,2,2,3,3,2,2,2,3,3,2,2,2,2,2,2,1,50,50,3,3,4,4,4,0,,2,2,4,3,5,,1,23,2,1,1,4,1,,,2,,,4,,,2,,,3,,,3
8/7/2019 17:18,8/7/2019 17:25,0,100,410,1,EN,1,29,1,0,32.672,35.464,36.555,2,,,,,0,50,50,100,0,0,10,40,50,50,20,30,30,25,45,29,100,79,88,50,62,1,1,1,1,3,5,3,3,6,1,2,2,3,2,2,1,1,2,2,3,4,1,1,2,2,3,2,2,2,2,3,2,2,4,4,2,2,0,40,60,4,3,4,5,5,0,,1,2,4,1,5,,1,23,2,0,0,3,1,,,2,,,2,,,2,,,4,,,3
8/7/2019 17:18,8/7/2019 17:25,0,100,375,1,EN,1,26,1,1,18.873,44.819,58.232,2,,,,,30,30,40,90,10,0,30,30,40,40,40,20,0,50,50,1,100,50,100,0,50,1,1,1,1,6,6,6,6,6,1,1,3,3,1,3,1,1,1,3,3,4,1,2,4,4,2,1,1,1,4,4,4,1,1,1,4,2,1,25,75,4,3,2,2,3,1,,4,2,6,1,5,,1,24,3,0,1,3,2,,1,,2,,,2,,,2,,,1,,
8/7/2019 17:14,8/7/2019 17:25,0,100,654,1,EN,1,33,1,,,,,,0,0,88.328,0,40,20,40,40,40,20,20,40,40,20,40,40,40,40,20,100,73,100,82,88,62,2,2,2,2,2,3,3,5,5,3,2,4,2,2,3,3,3,4,3,3,3,3,3,3,4,3,2,3,3,4,4,3,2,2,3,2,2,1,50,50,3,4,4,5,5,1,,3,2,7,4,2,,1,21,3,0,0,7,0,1,,,,2,,,1,,,1,,,1,
8/7/2019 17:17,8/7/2019 17:25,0,100,451,1,EN,1,30,1,,,,,,0,0,32.313,0,0,80,20,95,5,0,0,80,20,40,40,20,15,60,25,40,75,80,50,27,90,2,2,2,2,1,1,1,1,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,45,55,4,4,2,2,2,1,,7,2,7,2,5,,1,23,3,1,1,3,2,,0,,4,,,2,,,3,,,1,,
8/7/2019 17:19,8/7/2019 17:25,0,100,339,1,EN,1,30,1,,,,,,0,0,31.681,0,0,50,50,100,0,0,0,50,50,60,40,0,0,30,70,0,72,27,68,1,45,2,0,0,2,6,6,6,5,6,1,2,1,4,4,4,1,1,1,4,4,4,1,2,2,3,3,1,2,2,2,3,1,1,1,2,3,4,1,50,50,3,4,2,2,2,1,,1,0,3,4,5,,1,23,4,1,1,1,2,,1,,2,,,2,,,2,,,1,,
8/7/2019 17:18,8/7/2019 17:25,0,100,449,1,EN,1,26,1,1,1.874,85.754,86.519,12,,,,,40,40,20,75,25,0,40,40,20,75,20,5,40,40,20,51,51,51,51,50,51,2,2,2,2,2,2,2,2,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,50,50,4,2,2,2,2,0,,3,1,6,1,5,,1,23,1,1,1,4,1,,,3,,,2,,,2,,,5,,,3
8/7/2019 17:15,8/7/2019 17:25,0,100,635,1,EN,1,41,1,,,,,,0,0,112.745,0,20,30,50,80,20,0,20,30,50,33,34,33,10,50,40,0,100,100,100,0,60,1,1,1,1,5,3,5,5,6,1,1,2,4,1,3,1,1,1,1,2,4,1,1,2,3,2,2,2,2,3,3,3,1,1,1,3,2,1,30,70,3,3,2,2,2,0,,0,1,5,3,5,,0,23,3,0,0,1,2,,1,,2,,,1,,,2,,,1,,
8/7/2019 17:15,8/7/2019 17:25,0,100,599,1,EN,1,33,1,1,5.233,93.314,95.696,8,,,,,0,25,75,75,25,0,0,25,75,25,25,50,0,60,40,0,65,51,65,0,51,2,0,0,2,5,2,2,3,6,1,1,2,4,3,4,1,1,1,3,4,4,1,1,3,2,2,1,1,1,2,3,2,1,1,1,3,2,1,50,50,3,2,2,2,2,1,,3,2,5,1,1,,1,23,3,1,1,2,2,,0,,4,,,2,,,4,,,3,,
8/7/2019 17:14,8/7/2019 17:25,0,100,685,1,EN,1,28,1,,,,,,3.941,3.941,47.324,1,0,25,75,100,0,0,0,10,90,75,25,0,0,25,75,50,40,70,40,60,100,1,1,1,1,1,1,1,1,5,2,2,2,4,2,2,1,2,1,1,3,2,1,2,2,2,2,3,2,1,1,2,1,1,4,4,1,1,0,50,50,4,4,4,3,5,1,,3,1,3,2,5,,1,23,4,0,0,4,1,,,1,,,5,,,4,,,5,,,4
8/7/2019 17:22,8/7/2019 17:25,0,100,207,1,EN,1,25,1,,,,,,0.451,7.115,18.567,4,0,80,20,80,20,0,0,80,20,20,80,0,20,80,0,39,39,40,34,34,47,1,1,1,1,2,2,2,2,2,2,1,3,2,1,2,2,3,2,2,3,2,2,3,2,2,2,3,2,3,2,2,2,2,3,3,2,2,1,40,60,3,3,5,5,5,1,,3,3,5,1,5,,1,23,1,1,0,4,1,,,3,,,4,,,4,,,5,,,4
8/7/2019 17:15,8/7/2019 17:25,0,100,639,1,EN,1,65,1,1,92.857,92.857,99.536,1,,,,,10,45,45,95,5,0,10,40,50,60,30,10,10,75,15,20,80,90,85,20,74,1,1,0,1,3,1,1,1,6,1,2,3,3,2,2,2,2,2,2,1,3,1,1,2,2,3,1,2,1,3,3,2,1,2,2,3,3,1,35,65,3,3,4,4,4,0,,4,2,6,2,5,,1,23,2,1,0,2,1,,,2,,,2,,,2,,,2,,,3
8/7/2019 17:15,8/7/2019 17:25,0,100,603,1,EN,1,34,1,1,78.23,126.57,128.076,5,,,,,40,30,30,80,15,5,0,0,100,60,20,20,30,40,30,40,50,50,60,50,50,1,1,1,1,5,5,3,3,5,1,2,2,1,1,1,1,1,2,1,1,2,1,1,2,2,2,1,1,1,1,2,1,1,1,1,2,1,0,25,75,3,3,3,3,3,1,,3,1,4,1,1,,0,23,2,1,1,2,1,,,2,,,4,,,4,,,3,,,3
8/7/2019 17:15,8/7/2019 17:25,0,100,612,1,EN,1,29,1,1,93.2,102.174,105.197,3,,,,,30,30,40,75,25,0,35,40,25,33,33,34,0,50,50,0,40,50,70,0,0,1,0,0,1,5,1,1,1,6,1,1,1,2,2,2,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,0,10,90,3,2,3,3,3,0,,2,1,5,2,5,,0,23,3,0,1,1,1,,,2,,,4,,,4,,,5,,,4
8/7/2019 17:15,8/7/2019 17:25,0,100,619,1,EN,1,61,1,1,107.799,111.291,113.191,3,,,,,40,50,10,80,20,0,40,50,10,70,30,0,30,50,20,51,11,74,46,61,65,1,1,1,1,5,5,5,3,6,1,3,1,1,2,2,2,2,2,1,1,2,2,2,1,1,4,2,1,2,2,4,1,2,4,4,1,1,1,60,40,2,2,2,2,2,0,,1,2,6,3,5,,1,22,1,1,1,5,1,,,1,,,4,,,2,,,5,,,5
8/7/2019 17:17,8/7/2019 17:25,0,100,508,1,EN,1,29,1,,,,,,43.444,43.444,44.583,1,0,40,60,85,15,0,0,40,60,50,30,20,30,40,30,39,48,66,55,46,60,1,1,1,1,3,2,2,2,2,2,2,3,1,3,2,2,1,2,2,2,2,2,1,1,3,3,1,1,2,1,2,1,1,2,2,3,2,1,40,60,4,4,2,4,4,1,,5,2,5,1,5,,1,23,2,0,0,3,1,,,2,,,4,,,2,,,4,,,3
8/7/2019 17:16,8/7/2019 17:26,0,100,586,1,EN,1,31,1,1,80.18,80.18,81.916,1,,,,,20,10,70,100,0,0,50,0,50,80,20,0,0,20,80,31,31,77,64,41,73,1,1,1,1,3,5,5,5,3,2,2,2,3,3,3,2,2,2,3,3,3,2,2,2,2,2,3,2,3,3,2,2,3,3,3,2,2,1,50,50,3,3,4,4,4,0,,3,1,5,2,5,,1,22,2,1,0,4,1,,,3,,,1,,,2,,,2,,,3
8/7/2019 17:16,8/7/2019 17:26,0,100,585,1,EN,1,44,1,,,,,,0,0,52.384,0,40,40,20,80,20,0,40,40,20,65,30,5,33,34,33,5,90,65,90,5,40,2,0,0,2,6,6,6,6,6,1,2,2,3,4,3,2,1,1,3,4,4,1,1,3,3,2,1,2,1,3,3,4,1,1,1,3,3,1,30,70,4,3,2,2,2,1,,1,2,5,4,2,,1,24,4,1,1,3,1,,,2,,,2,,,2,,,3,,,1
8/7/2019 17:17,8/7/2019 17:26,0,100,526,1,EN,1,44,1,,,,,,0,0,76.196,0,0,0,100,95,5,0,0,0,100,20,80,0,0,20,80,50,50,50,56,50,75,1,1,1,1,1,1,1,1,6,1,2,2,3,1,2,1,1,1,1,1,1,1,2,1,2,2,1,1,1,2,4,2,1,3,2,4,3,1,50,50,3,3,4,5,5,0,,3,1,5,4,1,,1,23,3,0,1,4,1,,,2,,,1,,,2,,,3,,,1
8/7/2019 17:17,8/7/2019 17:26,0,100,537,1,EN,1,22,1,,,,,,15.542,15.542,39.602,1,0,75,25,90,10,0,0,75,25,10,50,40,20,40,40,60,45,85,60,75,85,2,2,2,2,3,1,1,1,5,1,2,3,3,1,2,3,1,2,1,2,2,1,3,1,2,3,1,1,2,2,3,2,2,2,1,3,3,0,60,40,3,3,2,2,2,0,,1,1,3,4,5,,0,23,2,0,0,5,1,,,3,,,2,,,1,,,5,,,3
8/7/2019 17:18,8/7/2019 17:26,0,100,478,1,EN,1,65,1,,,,,,10.917,27.203,28.469,4,10,60,30,90,10,0,0,30,70,60,40,0,20,60,20,5,85,60,85,15,75,2,0,0,2,5,5,6,5,5,1,2,4,3,2,4,1,1,1,3,1,3,1,1,2,3,1,1,1,2,4,4,3,1,3,2,3,3,1,20,80,3,2,2,2,2,1,,5,3,8,3,5,,1,23,3,1,1,2,2,,1,,4,,,2,,,3,,,3,,
8/7/2019 17:18,8/7/2019 17:26,0,100,476,1,EN,1,52,1,,,,,,30.399,30.399,42.586,1,30,10,60,90,9,1,20,5,75,50,20,30,10,20,70,90,8,60,0,95,44,0,2,2,0,6,6,6,6,6,3,3,4,2,1,2,2,3,4,1,2,2,3,3,1,1,1,4,4,4,1,1,1,4,4,4,1,1,1,60,40,1,1,2,3,3,1,,1,2,4,4,5,,0,23,2,1,0,6,0,0,,,,1,,,2,,,2,,,1,
8/7/2019 17:17,8/7/2019 17:26,0,100,504,1,EN,1,35,1,,,,,,3.721,3.721,27.454,1,10,50,40,100,0,0,30,30,40,100,0,0,40,40,20,79,14,51,16,82,63,0,2,2,0,5,2,2,3,6,3,4,3,1,3,1,3,2,2,3,1,1,2,2,1,1,3,4,3,3,3,4,1,3,4,4,4,1,1,89,11,3,3,3,4,3,1,,5,2,5,4,3,,1,23,3,1,1,5,1,,,1,,,2,,,2,,,2,,,3
8/7/2019 17:20,8/7/2019 17:26,0,100,332,1,EN,1,39,1,0,20.203,20.203,50.397,1,,,,,30,40,30,40,40,20,20,60,20,60,30,10,45,20,35,80,73,85,84,72,64,0,2,2,0,3,3,5,5,5,3,2,2,2,3,3,3,3,4,4,2,2,2,4,3,4,2,3,2,2,3,3,2,4,4,3,3,2,1,60,40,3,2,5,4,4,1,,4,2,5,4,5,,,23,1,1,0,6,0,0,,,,4,,,4,,,3,,,3,
8/7/2019 17:18,8/7/2019 17:26,0,100,460,1,EN,1,44,1,,,,,,1.514,7.762,28.061,2,5,35,60,80,18,2,5,45,50,20,60,20,10,60,30,7,11,65,3,13,66,1,1,1,1,2,2,1,1,5,2,3,2,3,1,2,2,2,2,2,2,3,1,2,2,2,2,3,2,3,2,1,2,4,2,3,1,1,1,55,45,3,3,4,4,4,1,,3,2,6,1,5,,1,23,0,1,1,4,1,,,3,,,2,,,2,,,3,,,3
8/7/2019 17:14,8/7/2019 17:26,0,100,691,1,EN,1,33,1,,,,,,16.289,16.289,19.106,1,12,30,58,25,10,65,20,20,60,35,25,40,40,15,45,100,1,5,7,100,11,1,2,2,0,1,2,5,5,3,3,3,4,2,1,3,3,3,1,2,3,2,3,2,3,1,4,3,2,1,2,4,1,3,3,2,2,2,1,75,25,1,2,5,4,5,1,,4,2,6,4,5,,1,22,1,1,1,6,0,1,,,,2,,,1,,,1,,,1,
